index,logodds_difference,correct,total_logprob
0,3.295837879180908,1,0.3001831667497754
1,0.33878469467163086,0,-2.465029239654541
2,3.4523935317993164,1,0.29376610182225704
3,0.2765328884124756,0,-2.783198595046997
4,2.9172744750976562,1,0.2689175717532635
5,0.21019649505615234,0,-2.4929484128952026
6,2.7031795978546143,1,0.3161587733775377
7,0.1733074188232422,1,-2.6830915212631226
8,2.3494961261749268,1,0.27882736548781395
9,0.2513155937194824,0,-2.63646399974823
10,1.5504177808761597,1,0.4107113927602768
11,0.21664643287658691,0,-2.742059588432312
12,3.405855417251587,1,0.330105559900403
13,0.3812127113342285,0,-2.7941960096359253
14,3.51414155960083,1,0.2897785063832998
15,0.21907615661621094,1,-2.6156686544418335
16,2.3968918323516846,1,0.3294169008731842
17,0.18863153457641602,1,-2.6461323499679565
18,2.066790819168091,1,0.36377522721886635
19,0.2707505226135254,0,-2.640947103500366
20,1.331904649734497,1,0.3828885033726692
21,0.05143570899963379,1,-2.6675970554351807
22,1.0650887489318848,1,0.44145728647708893
23,0.1150960922241211,1,-2.640121579170227
24,0.7755065560340881,1,0.5153895616531372
25,0.21727633476257324,0,-2.6934077739715576
26,1.3850202560424805,1,0.41639208048582077
27,0.2926187515258789,0,-2.8051503896713257
28,2.9570164680480957,1,0.32397845946252346
29,0.391934871673584,0,-2.614373207092285
30,3.324634552001953,1,0.2784660402685404
31,0.1895298957824707,0,-2.5509499311447144
32,2.6831090450286865,1,0.3215030636638403
33,0.21973514556884766,0,-2.6613117456436157
34,2.0233054161071777,1,0.3930274471640587
35,0.3517932891845703,0,-2.6205763816833496
36,2.493741035461426,1,0.358866810798645
37,0.2590346336364746,0,-2.8423582315444946
38,2.585578203201294,1,0.3341331332921982
39,0.3250110149383545,0,-2.573361873626709
40,0.24976268410682678,0,0.4382059872150421
41,1.3802745342254639,0,-1.645345151424408
42,0.16184940934181213,1,0.5647031962871552
43,1.1836152076721191,0,-1.7268964052200317
44,0.24620981514453888,0,0.4483173191547394
45,1.350475549697876,0,-1.6549609899520874
46,0.4490230679512024,1,0.3968876153230667
47,1.193749189376831,0,-1.687988042831421
48,0.32775434851646423,0,0.3811557739973068
49,1.245485782623291,0,-1.673807978630066
50,0.7425335645675659,1,0.21512533724308014
51,1.4090501070022583,0,-1.5790356397628784
52,0.4734005630016327,1,0.4125722497701645
53,1.4793859720230103,0,-1.6449225544929504
54,0.019713804125785828,0,0.47399450838565826
55,1.3769655227661133,0,-1.6819897890090942
56,0.8667522072792053,1,-0.22060823440551758
57,0.6237497329711914,0,-2.1220539808273315
58,1.0811090469360352,0,-0.25962215662002563
59,0.6903798580169678,0,-2.1775235533714294
60,0.9155867099761963,1,-0.24261869490146637
61,0.9290752410888672,0,-2.1817010641098022
62,0.9271239638328552,1,-0.3640986382961273
63,1.0360379219055176,0,-2.122398853302002
64,1.0260322093963623,0,-0.2966553419828415
65,0.8536183834075928,0,-2.1936243176460266
66,-0.011829763650894165,1,0.48507604002952576
67,1.3764574527740479,0,-2.136134088039398
68,0.13121962547302246,0,0.5259452015161514
69,1.1734936237335205,0,-2.1967334747314453
70,0.29877179861068726,0,0.40585459768772125
71,1.0676372051239014,0,-2.20451021194458
72,0.17204350233078003,1,0.48972928524017334
73,1.2651760578155518,0,-2.106835126876831
74,0.135986790060997,0,0.4233314096927643
75,1.4792532920837402,0,-2.080495297908783
76,0.2979242205619812,1,0.5527321100234985
77,1.359842300415039,0,-2.233782649040222
78,-0.13319005072116852,0,0.5438083857297897
79,1.4298577308654785,0,-2.084097981452942
80,0.08343089371919632,1,0.5932897329330444
81,0.3449690341949463,1,-3.4510741233825684
82,0.6050066351890564,1,0.5034657567739487
83,-0.06754589080810547,1,-3.6582027673721313
84,2.0138754844665527,0,-0.08824515342712402
85,0.4533977508544922,1,-3.914169430732727
86,1.7234240770339966,1,-0.09606342017650604
87,0.4840860366821289,1,-3.8769991397857666
88,2.980649709701538,1,-0.0833204835653305
89,0.5489134788513184,1,-3.8055105209350586
90,2.718093156814575,0,-0.07168129831552505
91,0.47017860412597656,1,-3.8135968446731567
92,0.02045491337776184,0,0.6658738255500793
93,0.18975067138671875,1,-3.7302390336990356
94,0.1553725153207779,1,0.6118820905685425
95,0.018671274185180664,1,-3.6515151262283325
96,0.16249707341194153,1,0.6222757995128632
97,-0.025978565216064453,1,-3.6231781244277954
98,0.2737872898578644,1,0.5611850619316101
99,-0.1617436408996582,1,-3.6652945280075073
100,2.9815874099731445,0,-0.043202027678489685
101,0.20751619338989258,1,-4.5095298290252686
102,0.036361195147037506,0,0.6510559022426605
103,-0.30785417556762695,1,-4.033678293228149
104,1.1748660802841187,1,-0.05644964426755905
105,0.0917806625366211,1,-4.134548187255859
106,2.3373360633850098,0,-0.023845575749874115
107,-0.019783496856689453,1,-4.283235788345337
108,0.11953217536211014,0,0.638751745223999
109,0.06574463844299316,1,-3.8108454942703247
110,0.21025225520133972,0,0.6048249304294586
111,0.4029567241668701,0,-3.7187516689300537
112,3.468451499938965,0,-0.060542259365320206
113,0.3895225524902344,1,-4.132137894630432
114,0.3858082890510559,0,0.5545866787433624
115,0.4523189067840576,1,-3.714596152305603
116,2.248631238937378,0,-0.04941584914922714
117,-0.19881916046142578,1,-4.290919542312622
118,2.1535298824310303,0,-0.14485368132591248
119,0.2152705192565918,1,-4.164567708969116
120,2.4028162956237793,1,-0.07548590749502182
121,0.3579275608062744,1,-2.4930472373962402
122,2.0603561401367188,1,-0.05319277197122574
123,0.2284533977508545,1,-2.6723673343658447
124,2.9596786499023438,0,-0.1257123053073883
125,0.29441356658935547,1,-2.5692864656448364
126,1.8007495403289795,0,-0.04077930748462677
127,0.22350454330444336,1,-2.5533753633499146
128,3.6031956672668457,0,-0.05493982136249542
129,0.2050015926361084,1,-2.537940740585327
130,3.6613664627075195,0,-0.07382424548268318
131,0.1411879062652588,1,-2.586753487586975
132,2.8907339572906494,0,-0.07166673243045807
133,0.29507899284362793,1,-2.7152657508850098
134,3.884781837463379,0,-0.06083846651017666
135,0.19458556175231934,1,-2.578418254852295
136,4.070608615875244,0,-0.08670912683010101
137,0.3336818218231201,1,-2.535975217819214
138,3.3413572311401367,0,-0.07226084172725677
139,0.20199108123779297,1,-2.534317970275879
140,2.8865807056427,0,-0.047893915325403214
141,-0.17621970176696777,1,-2.4911413192749023
