index,logodds_difference,correct,total_logprob
0,0.0003103280905634165,1,0.6887687742710114
1,-0.0017095411894842982,1,0.6912718713283539
2,0.005237146746367216,0,0.6843211948871613
3,-0.0016345481853932142,1,0.6888042390346527
4,-0.01065001729875803,0,0.6821825802326202
5,-0.0015132550615817308,1,0.6910696923732758
6,0.0103688333183527,0,0.6823294162750244
7,-0.010418370366096497,0,0.6821286082267761
8,-0.0013557642232626677,1,0.6913876235485077
9,-0.0018164896173402667,1,0.6910611987113953
10,0.0015839834231883287,1,0.68912672996521
11,0.011297112330794334,0,0.6813421547412872
12,-0.0014091474004089832,1,0.6911203563213348
13,-0.0019510583952069283,1,0.6893847286701202
14,-0.001525644212961197,0,0.6777351498603821
15,-0.0018672102596610785,1,0.6912213861942291
16,-0.001462399959564209,1,0.6895454823970795
17,0.00661358330398798,0,0.6842429637908936
18,0.012169713154435158,0,0.6815505027770996
19,-0.013186275959014893,0,0.6810269951820374
20,0.005010995548218489,0,0.6848590970039368
21,-0.004714662209153175,0,0.6760092675685883
22,-0.009665900841355324,0,0.6812571585178375
23,0.011279629543423653,0,0.6818575859069824
24,0.005539656616747379,0,0.6848556101322174
25,-0.0013879943871870637,1,0.6913845837116241
26,0.007421625312417746,0,0.6844562888145447
27,-0.0016500384081155062,1,0.6911550760269165
28,0.010506964288651943,0,0.6826605200767517
29,-0.011623547412455082,0,0.68181112408638
30,-0.0015357162337750196,1,0.6911623179912567
31,-0.0017505038995295763,1,0.6896374225616455
32,-0.007094226777553558,0,0.6747797131538391
33,-0.0016636266373097897,1,0.6891364455223083
34,-0.011996908113360405,0,0.6745655536651611
35,0.006023479625582695,0,0.6848911941051483
36,-0.0019627679139375687,1,0.6910142004489899
37,0.006751189474016428,0,0.6847037076950073
38,-0.006689899601042271,0,0.6778644621372223
39,0.003749854164198041,0,0.6885589361190796
40,-0.008343157358467579,0,0.674793004989624
41,-0.001791022252291441,1,0.6894054412841797
42,-0.011515919119119644,0,0.6809093654155731
43,-0.0019743279553949833,1,0.6893785297870636
44,0.0064688147976994514,0,0.6842873096466064
45,-0.011937983334064484,0,0.681288868188858
46,0.01077429112046957,0,0.6818460524082184
47,-0.0016781114973127842,1,0.6897144913673401
48,-0.001543510239571333,1,0.689333587884903
49,-0.0015481353038921952,1,0.6910615265369415
50,-0.0014269114471971989,1,0.6892166137695312
51,0.0019565257243812084,1,0.6891954243183136
52,-0.001549815759062767,1,0.6912258565425873
53,-0.005138687789440155,0,0.6759221851825714
54,-0.006740989163517952,0,0.6741614043712616
55,0.011379865929484367,0,0.6817085444927216
56,0.007107308600097895,0,0.683864176273346
57,-0.008642759174108505,0,0.6812407970428467
58,0.003940674010664225,0,0.6879324913024902
59,-0.0015800263499841094,1,0.6911641061306
60,-0.0017793611623346806,1,0.6894625127315521
61,-0.0007805449422448874,1,0.6892077624797821
62,0.00021994253620505333,1,0.6888599991798401
63,3.106170333921909e-05,1,0.6889714002609253
64,-0.004194694571197033,0,0.6784592270851135
65,-0.001404722104780376,1,0.6912602782249451
66,-0.0012746253050863743,1,0.6912635266780853
67,-0.0023621811997145414,1,0.6892930567264557
68,-0.001821328536607325,1,0.6911065578460693
69,0.006270617246627808,0,0.6839779019355774
70,-0.0010834760032594204,1,0.6896617412567139
71,0.01036006398499012,0,0.6819312274456024
72,-0.0015914691612124443,1,0.6911471784114838
73,-0.003106451127678156,1,0.6909150183200836
74,0.012542244978249073,0,0.6818162202835083
75,-0.0014598873676732183,1,0.691250741481781
76,-0.0020441540982574224,1,0.6891986429691315
77,-0.0012158278841525316,1,0.6891097724437714
78,0.005921895615756512,0,0.6885872781276703
79,-0.0016990182921290398,1,0.6893283426761627
80,-0.0015206844545900822,1,0.689808189868927
81,0.0038419978227466345,0,0.6886349320411682
82,-0.013108584098517895,0,0.6800461709499359
83,-0.007994440384209156,0,0.6752925217151642
84,-0.0015091928653419018,1,0.6896468698978424
85,0.0009803511202335358,1,0.6883040070533752
86,0.011946175247430801,0,0.6811436712741852
87,-0.010216640308499336,0,0.6741008162498474
88,-0.0014415670884773135,1,0.6913104355335236
89,0.011131735518574715,0,0.682333767414093
90,0.006475212052464485,0,0.6838782131671906
91,-0.01605275645852089,0,0.6800752282142639
92,-0.005573629401624203,1,0.6904710531234741
93,-0.001706424867734313,1,0.6892900168895721
94,-0.0019106017425656319,1,0.6897689700126648
95,-0.012246093712747097,0,0.6812509894371033
96,-0.013773063197731972,0,0.6801967620849609
